Date,VAR
2017-04-24 00:00:00,19.938632764436605
2017-04-24 00:15:00,19.778852415858662
2017-04-24 00:30:00,19.714011105970023
2017-04-24 00:45:00,19.684498634834316
2017-04-24 01:00:00,19.611913200633314
2017-04-24 01:15:00,19.390986562778707
2017-04-24 01:30:00,19.07826368704706
2017-04-24 01:45:00,18.673473561668047
2017-04-24 02:00:00,18.29030442711877
2017-04-24 02:15:00,17.969391501953545
2017-04-24 02:30:00,17.702546742478063
2017-04-24 02:45:00,17.48199634095696
2017-04-24 03:00:00,17.236974369039928
2017-04-24 03:15:00,17.063649304261254
2017-04-24 03:30:00,16.955118487610363
2017-04-24 03:45:00,16.877544538803303
2017-04-24 04:00:00,16.77505227368334
2017-04-24 04:15:00,16.705114294617722
2017-04-24 04:30:00,16.75230262292264
2017-04-24 04:45:00,16.789183774698973
2017-04-24 05:00:00,16.871262282432365
2017-04-24 05:15:00,16.975463134212877
2017-04-24 05:30:00,17.036046655973824
2017-04-24 05:45:00,17.196110525120794
2017-04-24 06:00:00,17.364551726061244
2017-04-24 06:15:00,17.552221435271214
2017-04-24 06:30:00,17.695541633262387
2017-04-24 06:45:00,17.793870495709083
2017-04-24 07:00:00,17.90527776045493
2017-04-24 07:15:00,18.093792496931542
2017-04-24 07:30:00,18.29173131465415
2017-04-24 07:45:00,18.438521195482995
2017-04-24 08:00:00,18.592520484995383
2017-04-24 08:15:00,18.71002077598425
2017-04-24 08:30:00,18.773304150231446
2017-04-24 08:45:00,18.88713535348917
2017-04-24 09:00:00,18.992999665802454
2017-04-24 09:15:00,19.078043103336693
2017-04-24 09:30:00,19.079027866561265
2017-04-24 09:45:00,19.05917692642682
2017-04-24 10:00:00,19.111819883325666
2017-04-24 10:15:00,19.21796162516464
2017-04-24 10:30:00,19.31478903062781
2017-04-24 10:45:00,19.339158714739902
2017-04-24 11:00:00,19.362867524142175
2017-04-24 11:15:00,19.384170212786145
2017-04-24 11:30:00,19.374377156135772
2017-04-24 11:45:00,19.391523669121852
2017-04-24 12:00:00,19.432280366038704
2017-04-24 12:15:00,19.37547610685818
2017-04-24 12:30:00,19.300180998825063
2017-04-24 12:45:00,19.28473714151827
2017-04-24 13:00:00,19.20558878070838
2017-04-24 13:15:00,19.145021610517656
2017-04-24 13:30:00,19.061817096389134
2017-04-24 13:45:00,18.9667205661215
2017-04-24 14:00:00,18.90872341698286
2017-04-24 14:15:00,18.96702334260304
2017-04-24 14:30:00,18.97021367763078
2017-04-24 14:45:00,18.976769550720984
2017-04-24 15:00:00,19.0256943061838
2017-04-24 15:15:00,19.147615037623776
2017-04-24 15:30:00,19.21284414296881
2017-04-24 15:45:00,19.30111879341836
2017-04-24 16:00:00,19.45596752336224
2017-04-24 16:15:00,19.556422433804098
2017-04-24 16:30:00,19.768790534111677
2017-04-24 16:45:00,20.100065809218243
2017-04-24 17:00:00,20.48845920740941
2017-04-24 17:15:00,20.933806655212408
2017-04-24 17:30:00,21.336897965188566
2017-04-24 17:45:00,21.681989899110263
2017-04-24 18:00:00,22.01156172438159
2017-04-24 18:15:00,22.36624808114619
2017-04-24 18:30:00,22.607038432085023
2017-04-24 18:45:00,22.67926090605704
2017-04-24 19:00:00,22.643384418298478
2017-04-24 19:15:00,22.545004316355282
2017-04-24 19:30:00,22.401365582945665
2017-04-24 19:45:00,22.225583154025706
2017-04-24 20:00:00,22.102967129676355
2017-04-24 20:15:00,22.006211737605483
2017-04-24 20:30:00,21.8364144294201
2017-04-24 20:45:00,21.62731754165784
2017-04-24 21:00:00,21.396493340609865
2017-04-24 21:15:00,21.136359100658638
2017-04-24 21:30:00,20.836898656313963
2017-04-24 21:45:00,20.64442095065293
2017-04-24 22:00:00,20.564670796263027
2017-04-24 22:15:00,20.563739226340747
2017-04-24 22:30:00,20.51712484368531
2017-04-24 22:45:00,20.45247783844846
2017-04-24 23:00:00,20.41683244579236
2017-04-24 23:15:00,20.30360366229894
2017-04-24 23:30:00,20.10417660315455
2017-04-24 23:45:00,19.911876644165858
